household_id,camp_name,family_size,head_gender,head_age_group,food_insecurity_score,shelter_damage_score,chronic_disease_present,vulnerability_index
HH_00379,Camp Gamma,2,Female,36-50,0.41,0.9,0,0.45
HH_00380,Camp Gamma,6,Female,65+,0.06,0.54,1,0.45
HH_00381,Camp Beta,10,Female,26-35,0.16,0.86,0,0.42
HH_00382,Camp Gamma,3,Male,26-35,0.32,0.47,0,0.3
HH_00383,Camp Beta,7,Female,26-35,0.4,0.92,0,0.51
HH_00384,Camp Beta,8,Male,36-50,0.36,0.96,0,0.51
HH_00385,Camp Gamma,6,Other,36-50,0.08,0.58,0,0.27
HH_00386,Camp Beta,8,Male,36-50,0.67,0.77,0,0.58
HH_00387,Camp Alpha,7,Female,18-25,0.8,0.46,1,0.73
HH_00388,Camp Gamma,3,Female,36-50,0.65,0.28,0,0.37
HH_00389,Camp Beta,7,Male,36-50,0.44,0.86,1,0.7
HH_00390,Camp Beta,3,Male,18-25,0.4,0.61,1,0.57
HH_00391,Camp Beta,3,Male,18-25,0.25,0.61,0,0.31
HH_00392,Camp Beta,2,Female,18-25,0.35,0.93,0,0.44
HH_00393,Camp Alpha,8,Male,26-35,0.72,0.11,0,0.4
HH_00394,Camp Alpha,3,Female,18-25,0.6,0.17,0,0.32
HH_00395,Camp Gamma,9,Female,36-50,0.78,0.48,1,0.75
HH_00396,Camp Alpha,5,Male,18-25,0.93,0.09,0,0.45
HH_00397,Camp Beta,7,Female,65+,0.32,0.86,1,0.66
HH_00398,Camp Beta,3,Male,36-50,0.26,0.88,0,0.4
HH_00399,Camp Beta,7,Male,36-50,0.59,0.87,0,0.57
HH_00400,Camp Gamma,8,Male,18-25,0.51,0.69,0,0.49
HH_00401,Camp Alpha,5,Female,18-25,0.78,0.11,0,0.4
HH_00402,Camp Beta,1,Female,18-25,0.75,0.61,0,0.49
HH_00403,Camp Gamma,6,Female,18-25,0.28,0.57,0,0.34
HH_00404,Camp Alpha,7,Female,26-35,0.73,0.07,0,0.38
HH_00405,Camp Beta,3,Male,26-35,0.23,0.84,0,0.37
HH_00406,Camp Gamma,8,Male,26-35,0.81,0.22,0,0.47
HH_00407,Camp Alpha,7,Other,18-25,0.94,0.19,0,0.5
HH_00408,Camp Gamma,1,Male,26-35,0.35,0.25,0,0.22
HH_00409,Camp Gamma,1,Other,26-35,0.31,0.96,0,0.42
HH_00410,Camp Gamma,6,Female,26-35,0.51,0.31,0,0.36
HH_00411,Camp Gamma,6,Male,18-25,0.38,0.43,0,0.34
HH_00412,Camp Alpha,9,Female,26-35,0.84,0.6,0,0.61
HH_00413,Camp Gamma,2,Female,36-50,0.64,0.73,1,0.7
HH_00414,Camp Beta,3,Female,65+,0.18,0.8,0,0.34
HH_00415,Camp Gamma,3,Female,26-35,0.59,0.39,0,0.38
HH_00416,Camp Gamma,9,Female,26-35,0.31,0.56,1,0.58
HH_00417,Camp Alpha,9,Female,65+,0.74,0.27,0,0.47
HH_00418,Camp Alpha,6,Other,18-25,0.68,0.03,0,0.34
HH_00419,Camp Alpha,1,Other,36-50,0.81,0.64,1,0.73
HH_00420,Camp Gamma,9,Female,18-25,0.53,0.54,0,0.46
HH_00421,Camp Alpha,1,Female,51-65,0.77,0.25,0,0.39
HH_00422,Camp Beta,6,Female,18-25,0.38,0.53,0,0.37
HH_00423,Camp Alpha,7,Male,26-35,0.92,0.19,1,0.69
HH_00424,Camp Gamma,5,Female,36-50,0.72,0.77,0,0.57
HH_00425,Camp Beta,8,Male,26-35,0.2,0.82,0,0.41
HH_00426,Camp Alpha,1,Female,26-35,0.75,0.29,0,0.4
HH_00427,Camp Gamma,1,Male,26-35,0.22,0.53,0,0.26
HH_00428,Camp Alpha,9,Female,36-50,0.9,0.14,0,0.49
HH_00429,Camp Beta,2,Female,26-35,0.32,0.87,0,0.41
HH_00430,Camp Alpha,9,Male,51-65,0.7,0.22,0,0.44
HH_00431,Camp Beta,6,Female,26-35,0.56,0.95,1,0.77
HH_00432,Camp Gamma,3,Male,26-35,0.26,0.65,0,0.33
HH_00433,Camp Gamma,1,Female,51-65,0.21,0.72,1,0.51
HH_00434,Camp Gamma,6,Female,51-65,0.58,0.65,0,0.49
HH_00435,Camp Alpha,9,Female,36-50,0.78,0.26,0,0.48
HH_00436,Camp Gamma,4,Female,36-50,0.29,0.44,0,0.29
HH_00437,Camp Gamma,5,Male,51-65,0.13,0.7,0,0.31
HH_00438,Camp Gamma,2,Female,36-50,0.55,0.59,0,0.42
HH_00439,Camp Alpha,7,Male,26-35,0.86,0.37,0,0.53
HH_00440,Camp Beta,9,Female,36-50,0.23,0.53,0,0.34
HH_00441,Camp Gamma,6,Female,36-50,0.1,0.68,0,0.3
HH_00442,Camp Gamma,1,Other,18-25,0.41,0.78,0,0.41
HH_00443,Camp Beta,3,Female,18-25,0.71,0.76,0,0.54
HH_00444,Camp Gamma,1,Female,26-35,0.4,0.25,1,0.45
HH_00445,Camp Gamma,6,Female,26-35,0.18,0.41,1,0.46
HH_00446,Camp Gamma,7,Male,51-65,0.24,0.41,1,0.49
HH_00447,Camp Gamma,4,Female,36-50,0.52,0.29,0,0.34
HH_00448,Camp Gamma,4,Female,18-25,0.48,0.54,0,0.39
HH_00449,Camp Alpha,6,Male,36-50,0.69,0.13,0,0.37
HH_00450,Camp Alpha,1,Male,36-50,0.51,0.24,0,0.29
HH_00451,Camp Gamma,1,Female,26-35,0.15,0.62,0,0.26
HH_00452,Camp Gamma,3,Female,36-50,0.5,0.64,0,0.42
HH_00453,Camp Alpha,4,Female,18-25,0.55,0.53,0,0.42
HH_00454,Camp Alpha,6,Male,51-65,0.89,0.07,0,0.44
HH_00455,Camp Beta,8,Male,26-35,0.29,0.84,1,0.65
HH_00456,Camp Alpha,4,Other,26-35,0.64,0.2,1,0.56
HH_00457,Camp Gamma,1,Male,36-50,0.25,0.5,1,0.46
HH_00458,Camp Alpha,4,Female,51-65,0.69,0.44,0,0.45
HH_00459,Camp Beta,8,Male,51-65,0.51,0.43,0,0.41
HH_00460,Camp Gamma,1,Male,36-50,0.34,0.65,0,0.34
HH_00461,Camp Gamma,3,Male,36-50,0.6,0.24,1,0.54
HH_00462,Camp Beta,6,Female,51-65,0.26,0.83,0,0.41
HH_00463,Camp Alpha,6,Female,36-50,0.23,0.6,0,0.33
HH_00464,Camp Beta,5,Male,26-35,0.52,0.91,1,0.73
HH_00465,Camp Beta,4,Male,51-65,0.39,0.52,0,0.35
HH_00466,Camp Gamma,7,Male,26-35,0.14,0.74,1,0.55
HH_00467,Camp Beta,9,Male,26-35,0.35,0.82,1,0.68
HH_00468,Camp Alpha,6,Female,18-25,0.72,0.17,0,0.4
HH_00469,Camp Beta,7,Male,26-35,0.21,0.7,0,0.36
HH_00470,Camp Beta,1,Female,65+,0.65,0.8,0,0.51
HH_00471,Camp Gamma,9,Male,36-50,0.37,0.58,0,0.41
HH_00472,Camp Alpha,7,Female,51-65,0.9,0.36,0,0.54
HH_00473,Camp Beta,1,Male,65+,0.27,0.95,0,0.4
HH_00474,Camp Alpha,2,Female,36-50,0.69,0.33,0,0.4
HH_00475,Camp Gamma,3,Female,26-35,0.45,0.17,0,0.26
HH_00476,Camp Beta,8,Female,36-50,0.25,0.77,0,0.41
HH_00477,Camp Gamma,3,Male,36-50,0.5,0.73,0,0.45
HH_00478,Camp Gamma,1,Male,51-65,0.45,0.67,0,0.39
HH_00479,Camp Alpha,2,Male,26-35,0.96,0.32,0,0.5
HH_00480,Camp Beta,6,Other,51-65,0.21,0.91,0,0.42
HH_00481,Camp Gamma,7,Male,65+,0.41,0.35,1,0.54
HH_00482,Camp Alpha,3,Female,18-25,0.31,0.18,0,0.21
HH_00483,Camp Beta,3,Female,18-25,0.21,0.7,0,0.32
HH_00484,Camp Beta,1,Female,18-25,0.65,0.81,0,0.51
HH_00485,Camp Gamma,8,Female,18-25,0.06,0.76,0,0.33
HH_00486,Camp Beta,7,Female,26-35,0.38,0.7,0,0.43
HH_00487,Camp Gamma,7,Other,51-65,0.35,0.76,0,0.44
HH_00488,Camp Alpha,3,Female,36-50,0.92,0.14,1,0.64
HH_00489,Camp Alpha,6,Female,36-50,0.7,0.34,0,0.44
HH_00490,Camp Gamma,2,Male,51-65,0.6,0.82,0,0.51
HH_00491,Camp Beta,3,Male,36-50,0.61,0.97,0,0.56
HH_00492,Camp Beta,9,Female,26-35,0.48,0.83,0,0.53
HH_00493,Camp Gamma,6,Male,26-35,0.57,0.3,0,0.38
HH_00494,Camp Alpha,3,Male,18-25,0.67,0.16,0,0.35
HH_00495,Camp Gamma,6,Male,18-25,0.3,0.45,0,0.32
HH_00496,Camp Gamma,7,Male,51-65,0.17,0.51,1,0.49
HH_00497,Camp Gamma,3,Female,51-65,0.46,0.71,1,0.63
HH_00498,Camp Gamma,2,Female,36-50,0.05,0.63,0,0.23
HH_00499,Camp Gamma,3,Male,36-50,0.23,0.34,1,0.42
HH_00500,Camp Alpha,7,Male,26-35,0.69,0.37,0,0.46
HH_00501,Camp Beta,8,Male,26-35,0.27,0.78,1,0.62
HH_00502,Camp Gamma,6,Male,18-25,0.32,0.51,1,0.54
HH_00503,Camp Gamma,7,Female,51-65,0.79,0.3,0,0.48
HH_00504,Camp Gamma,10,Female,18-25,0.4,0.61,1,0.64
HH_00505,Camp Alpha,8,Male,36-50,0.8,0.56,0,0.57
HH_00506,Camp Gamma,9,Male,18-25,0.45,0.19,0,0.33
HH_00507,Camp Gamma,8,Female,36-50,0.3,0.8,0,0.44
HH_00508,Camp Alpha,2,Other,36-50,0.9,0.18,1,0.63
HH_00509,Camp Beta,5,Female,51-65,0.17,0.8,1,0.56
HH_00510,Camp Beta,9,Female,26-35,0.49,0.85,0,0.54
HH_00511,Camp Alpha,3,Female,65+,0.82,0.33,1,0.66
HH_00512,Camp Beta,5,Male,51-65,0.33,0.62,0,0.37
HH_00513,Camp Beta,2,Male,36-50,0.2,0.77,0,0.33
HH_00514,Camp Beta,1,Male,18-25,0.21,0.71,0,0.31
HH_00515,Camp Beta,2,Female,51-65,0.73,0.77,1,0.74
HH_00516,Camp Beta,6,Female,51-65,0.6,0.91,0,0.57
HH_00517,Camp Alpha,9,Female,36-50,0.89,0.64,1,0.84
HH_00518,Camp Gamma,9,Male,36-50,0.3,0.46,0,0.35
HH_00519,Camp Beta,6,Female,18-25,0.41,0.9,0,0.49
HH_00520,Camp Alpha,4,Female,26-35,0.76,0.38,1,0.66
HH_00521,Camp Alpha,6,Male,51-65,0.92,0.27,0,0.51
HH_00522,Camp Alpha,7,Female,51-65,0.63,0.07,0,0.34
HH_00523,Camp Alpha,10,Male,26-35,0.98,0.43,0,0.62
HH_00524,Camp Alpha,8,Female,36-50,0.56,0.14,0,0.35
HH_00525,Camp Alpha,4,Female,18-25,0.56,0.21,0,0.33
HH_00526,Camp Gamma,6,Female,65+,0.61,0.88,0,0.57
HH_00527,Camp Gamma,4,Male,26-35,0.58,0.48,1,0.62
HH_00528,Camp Alpha,1,Male,36-50,0.71,0.53,0,0.45
HH_00529,Camp Alpha,6,Female,26-35,0.76,0.25,0,0.44
HH_00530,Camp Alpha,3,Female,26-35,0.55,0.22,0,0.32
HH_00531,Camp Alpha,9,Other,65+,0.96,0.17,0,0.53
HH_00532,Camp Alpha,1,Male,36-50,0.51,0.1,0,0.24
HH_00533,Camp Beta,10,Female,36-50,0.55,0.79,0,0.56
HH_00534,Camp Beta,8,Female,26-35,0.23,0.7,1,0.58
HH_00535,Camp Beta,9,Female,36-50,0.44,0.81,1,0.71
HH_00536,Camp Alpha,5,Male,26-35,0.52,0.64,1,0.65
HH_00537,Camp Alpha,6,Female,26-35,0.55,0.32,1,0.58
HH_00538,Camp Beta,5,Male,36-50,0.36,0.79,0,0.43
HH_00539,Camp Beta,4,Female,36-50,0.57,0.54,1,0.63
HH_00540,Camp Beta,9,Female,18-25,0.48,0.52,0,0.44
HH_00541,Camp Beta,6,Male,36-50,0.04,0.81,0,0.32
HH_00542,Camp Alpha,9,Female,26-35,0.59,0.21,0,0.39
HH_00543,Camp Alpha,3,Female,51-65,0.78,0.29,0,0.43
HH_00544,Camp Alpha,3,Male,26-35,0.92,0.16,0,0.45
HH_00545,Camp Alpha,8,Female,26-35,0.51,0.21,0,0.35
HH_00546,Camp Beta,6,Male,36-50,0.44,0.78,0,0.47
HH_00547,Camp Alpha,3,Female,36-50,0.53,0.28,0,0.33
HH_00548,Camp Beta,3,Female,36-50,0.34,0.58,1,0.54
HH_00549,Camp Gamma,4,Male,26-35,0.57,0.74,1,0.69
HH_00550,Camp Gamma,1,Male,26-35,0.68,0.21,0,0.35
HH_00551,Camp Gamma,2,Female,26-35,0.69,0.54,0,0.46
HH_00552,Camp Alpha,2,Male,51-65,0.64,0.3,0,0.37
HH_00553,Camp Beta,2,Female,18-25,0.47,0.73,0,0.43
HH_00554,Camp Beta,5,Male,26-35,0.55,0.53,0,0.43
HH_00555,Camp Gamma,3,Female,36-50,0.28,0.53,1,0.5
HH_00556,Camp Gamma,2,Female,36-50,0.81,0.56,0,0.51
HH_00557,Camp Gamma,8,Male,26-35,0.19,0.53,0,0.32
HH_00558,Camp Gamma,4,Male,36-50,0.24,0.56,1,0.5
HH_00559,Camp Alpha,4,Female,26-35,0.85,0.37,0,0.49
HH_00560,Camp Gamma,4,Female,36-50,0.36,0.35,1,0.49
HH_00561,Camp Beta,10,Female,36-50,0.34,0.83,1,0.68
HH_00562,Camp Alpha,1,Female,36-50,0.45,0.26,1,0.47
HH_00563,Camp Alpha,7,Male,26-35,0.65,0.19,1,0.59
HH_00564,Camp Beta,7,Male,26-35,0.12,0.88,0,0.38
HH_00565,Camp Beta,4,Male,65+,0.53,0.79,0,0.49
HH_00566,Camp Beta,9,Other,36-50,0.41,0.75,0,0.48
HH_00567,Camp Alpha,5,Male,51-65,0.57,0.49,0,0.42
HH_00568,Camp Alpha,8,Female,51-65,0.85,0.19,0,0.48
HH_00569,Camp Gamma,10,Female,36-50,0.28,0.18,1,0.47
HH_00570,Camp Beta,1,Male,36-50,0.1,0.85,0,0.31
HH_00571,Camp Gamma,7,Female,36-50,0.43,0.29,1,0.53
HH_00572,Camp Alpha,9,Female,36-50,0.76,0.38,0,0.51
HH_00573,Camp Beta,1,Male,51-65,0.52,0.83,0,0.47
HH_00574,Camp Alpha,7,Female,26-35,0.54,0.2,0,0.35
HH_00575,Camp Gamma,8,Female,26-35,0.26,0.82,0,0.43
HH_00576,Camp Alpha,6,Male,36-50,0.63,0.11,1,0.55
HH_00577,Camp Gamma,6,Male,51-65,0.5,0.65,0,0.46
HH_00578,Camp Beta,4,Female,18-25,0.15,0.85,0,0.35
HH_00579,Camp Gamma,1,Female,36-50,0.25,0.81,0,0.35
HH_00580,Camp Alpha,7,Female,51-65,0.76,0.46,0,0.51
HH_00581,Camp Gamma,1,Male,26-35,0.39,0.52,1,0.52
HH_00582,Camp Gamma,4,Male,18-25,0.23,0.44,0,0.26
HH_00583,Camp Beta,2,Female,26-35,0.36,0.58,0,0.34
HH_00584,Camp Gamma,5,Female,26-35,0.26,0.27,0,0.23
HH_00585,Camp Alpha,7,Other,26-35,0.94,0.3,1,0.74
HH_00586,Camp Alpha,7,Female,36-50,0.49,0.4,0,0.39
HH_00587,Camp Beta,1,Female,18-25,0.42,0.85,0,0.43
HH_00588,Camp Alpha,7,Female,36-50,0.84,0.04,0,0.42
HH_00589,Camp Gamma,10,Female,51-65,0.64,0.31,1,0.65
HH_00590,Camp Gamma,4,Male,18-25,0.51,0.58,0,0.42
HH_00591,Camp Alpha,5,Female,51-65,0.73,0.57,0,0.51
HH_00592,Camp Gamma,1,Female,26-35,0.42,0.57,0,0.35
HH_00593,Camp Alpha,7,Female,51-65,0.9,0.31,0,0.52
HH_00594,Camp Gamma,9,Male,26-35,0.22,0.74,0,0.4
HH_00595,Camp Alpha,6,Male,26-35,0.97,0.16,0,0.5
HH_00596,Camp Beta,2,Female,36-50,0.59,0.71,0,0.47
HH_00597,Camp Gamma,9,Male,51-65,0.83,0.37,1,0.73
HH_00598,Camp Gamma,6,Male,26-35,0.63,0.74,0,0.53
HH_00599,Camp Alpha,5,Male,18-25,0.42,0.17,1,0.47
HH_00600,Camp Beta,9,Male,51-65,0.07,0.52,0,0.27
HH_00601,Camp Alpha,7,Female,26-35,0.77,0.31,0,0.47
HH_00602,Camp Alpha,9,Male,26-35,0.75,0.24,0,0.46
HH_00603,Camp Alpha,5,Female,26-35,0.58,0.17,1,0.53
HH_00604,Camp Beta,10,Male,18-25,0.09,0.75,0,0.36
HH_00605,Camp Alpha,7,Female,26-35,0.74,0.29,1,0.65
HH_00606,Camp Beta,8,Female,26-35,0.54,0.85,0,0.55
HH_00607,Camp Beta,2,Female,36-50,0.65,0.88,1,0.74
HH_00608,Camp Alpha,3,Female,36-50,0.71,0.26,0,0.39
HH_00609,Camp Alpha,9,Female,26-35,0.44,0.2,0,0.33
HH_00610,Camp Gamma,3,Female,18-25,0.08,0.28,1,0.35
HH_00611,Camp Beta,7,Female,36-50,0.59,0.79,1,0.74
HH_00612,Camp Alpha,6,Female,26-35,0.68,0.36,0,0.44
HH_00613,Camp Gamma,9,Male,26-35,0.52,0.84,0,0.55
HH_00614,Camp Alpha,4,Male,51-65,0.61,0.2,0,0.34
HH_00615,Camp Gamma,6,Male,26-35,0.79,0.11,1,0.61
HH_00616,Camp Gamma,1,Male,36-50,0.46,0.48,1,0.54
HH_00617,Camp Alpha,1,Female,26-35,0.6,0.47,0,0.39
HH_00618,Camp Gamma,2,Female,18-25,0.12,0.36,1,0.38
HH_00619,Camp Gamma,6,Female,51-65,0.25,0.54,1,0.52
HH_00620,Camp Gamma,10,Female,36-50,0.18,0.66,0,0.37
HH_00621,Camp Beta,3,Female,36-50,0.41,0.87,0,0.46
HH_00622,Camp Alpha,5,Female,26-35,0.54,0.04,1,0.48
HH_00623,Camp Gamma,3,Male,51-65,0.83,0.87,1,0.82
HH_00624,Camp Alpha,10,Female,65+,0.68,0.29,0,0.46
HH_00625,Camp Alpha,4,Female,36-50,0.83,0.21,0,0.44
HH_00626,Camp Beta,2,Female,65+,0.38,0.94,0,0.45
HH_00627,Camp Beta,10,Female,26-35,0.62,0.84,0,0.6
HH_00628,Camp Alpha,3,Male,18-25,0.39,0.38,1,0.5
HH_00629,Camp Beta,6,Female,26-35,0.39,0.9,0,0.49
HH_00630,Camp Gamma,8,Female,51-65,0.37,0.49,1,0.57
HH_00631,Camp Alpha,6,Male,65+,0.41,0.12,0,0.26
HH_00632,Camp Alpha,4,Male,18-25,0.45,0.06,0,0.24
HH_00633,Camp Alpha,8,Male,51-65,0.4,0.09,0,0.27
HH_00634,Camp Beta,8,Female,26-35,0.65,0.98,0,0.63
HH_00635,Camp Beta,9,Male,26-35,0.58,0.75,0,0.55
HH_00636,Camp Beta,10,Female,26-35,0.56,0.73,0,0.54
HH_00637,Camp Alpha,6,Male,26-35,0.49,0.05,0,0.27
HH_00638,Camp Beta,4,Male,36-50,0.13,0.63,0,0.28
HH_00639,Camp Alpha,6,Male,36-50,0.49,0.4,0,0.38
HH_00640,Camp Gamma,2,Other,26-35,0.42,0.53,1,0.55
HH_00641,Camp Gamma,7,Female,36-50,0.87,0.27,0,0.5
HH_00642,Camp Beta,6,Female,26-35,0.23,0.67,0,0.35
HH_00643,Camp Alpha,10,Female,26-35,0.58,0.23,1,0.6
HH_00644,Camp Beta,9,Female,51-65,0.55,0.57,1,0.68
HH_00645,Camp Beta,2,Female,26-35,0.64,0.67,0,0.48
HH_00646,Camp Alpha,6,Female,36-50,0.84,0.44,0,0.53
HH_00647,Camp Gamma,7,Female,51-65,0.72,0.18,1,0.61
HH_00648,Camp Alpha,2,Female,18-25,0.85,0.08,0,0.38
HH_00649,Camp Alpha,6,Male,26-35,0.52,0.56,0,0.44
HH_00650,Camp Gamma,6,Female,51-65,0.24,0.55,0,0.32
HH_00651,Camp Alpha,4,Male,26-35,0.72,0.13,0,0.37
HH_00652,Camp Beta,1,Female,26-35,0.46,0.87,1,0.66
HH_00653,Camp Beta,7,Female,36-50,0.43,0.44,0,0.37
HH_00654,Camp Gamma,8,Female,51-65,0.64,0.33,0,0.43
HH_00655,Camp Beta,7,Male,36-50,0.57,0.5,0,0.45
HH_00656,Camp Alpha,7,Female,18-25,0.79,0.19,0,0.44
HH_00657,Camp Beta,4,Male,26-35,0.19,0.77,1,0.55
HH_00658,Camp Alpha,2,Male,18-25,0.62,0.4,1,0.59
HH_00659,Camp Gamma,9,Male,18-25,0.54,0.68,1,0.71
HH_00660,Camp Gamma,4,Male,51-65,0.56,0.4,1,0.58
HH_00661,Camp Beta,4,Female,26-35,0.59,0.8,1,0.72
HH_00662,Camp Beta,6,Female,36-50,0.35,0.94,1,0.68
HH_00663,Camp Beta,2,Male,18-25,0.2,0.89,0,0.37
HH_00664,Camp Beta,8,Female,51-65,0.22,0.56,1,0.54
HH_00665,Camp Gamma,8,Female,26-35,0.54,0.51,0,0.45
HH_00666,Camp Beta,3,Male,65+,0.28,0.54,1,0.5
HH_00667,Camp Alpha,2,Female,26-35,0.95,0.38,0,0.51
HH_00668,Camp Alpha,7,Female,26-35,0.49,0.45,0,0.4
HH_00669,Camp Beta,6,Male,26-35,0.38,0.56,1,0.58
HH_00670,Camp Alpha,5,Female,36-50,0.75,0.35,0,0.46
HH_00671,Camp Beta,5,Female,36-50,0.46,0.75,0,0.46
HH_00672,Camp Alpha,6,Male,18-25,0.83,0.63,0,0.58
HH_00673,Camp Beta,9,Other,51-65,0.24,0.67,0,0.39
HH_00674,Camp Gamma,7,Male,36-50,0.42,0.4,0,0.36
HH_00675,Camp Gamma,2,Female,51-65,0.13,0.37,0,0.18
HH_00676,Camp Beta,4,Female,26-35,0.59,0.93,0,0.56
HH_00677,Camp Beta,8,Male,36-50,0.4,0.54,1,0.6
HH_00678,Camp Beta,3,Female,26-35,0.63,0.76,0,0.51
HH_00679,Camp Beta,5,Female,18-25,0.51,0.59,1,0.63
HH_00680,Camp Alpha,4,Other,26-35,0.86,0.38,0,0.5
HH_00681,Camp Gamma,5,Female,26-35,0.17,0.53,0,0.28
HH_00682,Camp Alpha,3,Female,26-35,0.85,0.03,0,0.38
HH_00683,Camp Beta,2,Female,18-25,0.62,0.94,0,0.55
HH_00684,Camp Beta,6,Other,26-35,0.79,0.66,0,0.57
HH_00685,Camp Gamma,8,Female,36-50,0.49,0.67,1,0.68
HH_00686,Camp Beta,2,Other,51-65,0.53,0.67,0,0.43
HH_00687,Camp Beta,5,Female,18-25,0.4,0.64,1,0.6
HH_00688,Camp Beta,10,Male,26-35,0.5,0.86,1,0.76
HH_00689,Camp Beta,1,Female,18-25,0.64,0.66,0,0.46
HH_00690,Camp Beta,10,Male,26-35,0.2,0.42,0,0.31
HH_00691,Camp Gamma,5,Female,26-35,0.82,0.53,1,0.74
HH_00692,Camp Gamma,8,Female,26-35,0.25,0.63,0,0.37
HH_00693,Camp Alpha,9,Female,36-50,0.49,0.3,0,0.38
HH_00694,Camp Gamma,8,Male,18-25,0.49,0.58,1,0.65
HH_00695,Camp Gamma,9,Male,18-25,0.16,0.45,1,0.49
HH_00696,Camp Beta,10,Male,18-25,0.34,0.96,0,0.52
HH_00697,Camp Alpha,4,Male,36-50,0.59,0.36,0,0.38
HH_00698,Camp Alpha,9,Male,36-50,0.62,0.31,1,0.63
HH_00699,Camp Beta,7,Female,26-35,0.21,0.8,0,0.39
HH_00700,Camp Alpha,8,Male,26-35,0.84,0.42,0,0.54
HH_00701,Camp Gamma,6,Female,51-65,0.15,0.24,0,0.19
HH_00702,Camp Alpha,10,Male,36-50,0.66,0.61,0,0.55
HH_00703,Camp Gamma,2,Female,36-50,0.2,0.75,0,0.33
HH_00704,Camp Alpha,10,Female,18-25,0.83,0.1,1,0.66
HH_00705,Camp Gamma,10,Male,26-35,0.53,0.82,1,0.76
HH_00706,Camp Alpha,3,Male,26-35,0.91,0.37,0,0.51
HH_00707,Camp Gamma,8,Female,26-35,0.56,0.53,0,0.46
HH_00708,Camp Alpha,2,Female,18-25,0.79,0.13,0,0.38
HH_00709,Camp Gamma,9,Female,36-50,0.39,0.29,1,0.53
HH_00710,Camp Alpha,9,Male,26-35,0.95,0.44,0,0.6
HH_00711,Camp Beta,2,Male,36-50,0.46,0.94,0,0.49
HH_00712,Camp Beta,8,Female,51-65,0.11,0.74,1,0.55
HH_00713,Camp Beta,3,Female,26-35,0.13,0.75,1,0.51
HH_00714,Camp Gamma,1,Female,36-50,0.66,0.27,1,0.56
HH_00715,Camp Beta,10,Male,26-35,0.34,0.56,0,0.4
HH_00716,Camp Beta,4,Female,26-35,0.36,0.91,0,0.46
HH_00717,Camp Gamma,4,Female,36-50,0.27,0.9,1,0.62
HH_00718,Camp Gamma,7,Female,65+,0.14,0.58,0,0.3
HH_00719,Camp Gamma,1,Male,18-25,0.32,0.54,1,0.5
HH_00720,Camp Alpha,6,Male,36-50,0.67,0.18,0,0.38
HH_00721,Camp Gamma,5,Female,26-35,0.4,0.24,0,0.28
HH_00722,Camp Gamma,5,Female,36-50,0.53,0.64,0,0.45
HH_00723,Camp Beta,1,Female,65+,0.54,0.94,0,0.51
HH_00724,Camp Beta,5,Male,18-25,0.44,0.51,0,0.38
HH_00725,Camp Alpha,9,Male,18-25,0.86,0.46,0,0.57
HH_00726,Camp Gamma,2,Female,26-35,0.36,0.5,0,0.31
HH_00727,Camp Beta,5,Male,26-35,0.14,0.75,0,0.33
HH_00728,Camp Alpha,7,Male,18-25,0.94,0.15,0,0.49
HH_00729,Camp Gamma,2,Male,36-50,0.11,0.49,1,0.41
HH_00730,Camp Beta,4,Female,36-50,0.17,0.71,0,0.32
HH_00731,Camp Gamma,4,Female,26-35,0.65,0.6,1,0.68
HH_00732,Camp Beta,6,Female,18-25,0.37,0.93,0,0.49
HH_00733,Camp Beta,2,Female,18-25,0.25,0.43,0,0.25
HH_00734,Camp Gamma,2,Other,18-25,0.57,0.58,1,0.62
HH_00735,Camp Alpha,10,Male,51-65,0.48,0.38,0,0.41
HH_00736,Camp Alpha,4,Female,26-35,0.69,0.3,1,0.61
HH_00737,Camp Gamma,4,Female,26-35,0.41,0.32,1,0.5
HH_00738,Camp Beta,3,Female,36-50,0.4,0.93,0,0.47
HH_00739,Camp Beta,4,Female,51-65,0.58,0.96,0,0.56
HH_00740,Camp Gamma,2,Other,51-65,0.79,0.32,1,0.63
HH_00741,Camp Gamma,6,Male,18-25,0.15,0.47,0,0.26
HH_00742,Camp Alpha,3,Male,51-65,0.64,0.24,1,0.56
HH_00743,Camp Gamma,4,Female,18-25,0.6,0.35,0,0.39
HH_00744,Camp Gamma,3,Male,51-65,0.68,0.64,0,0.49
HH_00745,Camp Beta,7,Other,26-35,0.52,0.49,0,0.42
HH_00746,Camp Beta,10,Female,26-35,0.19,0.71,0,0.39
HH_00747,Camp Beta,7,Female,51-65,0.38,0.67,1,0.62
HH_00748,Camp Gamma,2,Male,36-50,0.72,0.46,0,0.45
HH_00749,Camp Gamma,4,Female,26-35,0.12,0.32,1,0.38
HH_00750,Camp Alpha,9,Female,26-35,0.8,0.13,1,0.65
HH_00751,Camp Gamma,5,Male,18-25,0.3,0.36,0,0.28
HH_00752,Camp Beta,9,Male,26-35,0.46,0.78,0,0.51
HH_00753,Camp Gamma,4,Female,65+,0.41,0.83,0,0.45
HH_00754,Camp Beta,10,Female,26-35,0.45,0.62,0,0.47
HH_00755,Camp Beta,9,Male,36-50,0.4,0.79,0,0.49
HH_00756,Camp Alpha,5,Male,36-50,0.86,0.2,0,0.45
HH_00757,Camp Alpha,2,Female,18-25,0.85,0.11,0,0.39
HH_00758,Camp Alpha,9,Female,18-25,0.43,0.1,1,0.49
